id_videogame,id_plataforma,id_genero,id_publicador,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,
11073,4,4,111,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11073 , 4 , 4 , 111 , 0 , 0 , 0.02 , 0);"
11074,23,1,233,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11074 , 23 , 1 , 233 , 0 , 0 , 0.02 , 0);"
11075,4,6,7,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11075 , 4 , 6 , 7 , 0.02 , 0 , 0 , 0);"
5874,14,1,577,0.02,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(5874 , 14 , 1 , 577 , 0.02 , 0.01 , 0 , 0);"
11076,7,11,307,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11076 , 7 , 11 , 307 , 0.01 , 0.01 , 0 , 0);"
8011,14,9,138,0.02,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(8011 , 14 , 9 , 138 , 0.02 , 0.01 , 0 , 0);"
11077,13,7,553,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11077 , 13 , 7 , 553 , 0.01 , 0.01 , 0 , 0);"
1840,9,7,91,0.02,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(1840 , 9 , 7 , 91 , 0.02 , 0.01 , 0 , 0);"
11079,17,12,40,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11079 , 17 , 12 , 40 , 0 , 0 , 0.02 , 0);"
11080,15,12,271,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11080 , 15 , 12 , 271 , 0 , 0.02 , 0 , 0);"
11081,15,12,398,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11081 , 15 , 12 , 398 , 0 , 0.02 , 0 , 0);"
11082,13,7,209,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11082 , 13 , 7 , 209 , 0.01 , 0.01 , 0 , 0);"
11083,29,6,325,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11083 , 29 , 6 , 325 , 0 , 0 , 0.02 , 0);"
11084,1,9,369,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11084 , 1 , 9 , 369 , 0 , 0 , 0.02 , 0);"
11085,17,4,541,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11085 , 17 , 4 , 541 , 0.02 , 0 , 0 , 0);"
11084,1,9,369,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11084 , 1 , 9 , 369 , 0 , 0 , 0.02 , 0);"
11086,17,7,191,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11086 , 17 , 7 , 191 , 0 , 0 , 0.02 , 0);"
11087,23,1,352,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11087 , 23 , 1 , 352 , 0 , 0 , 0.02 , 0);"
11088,7,2,269,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11088 , 7 , 2 , 269 , 0 , 0 , 0.02 , 0);"
11089,7,2,276,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11089 , 7 , 2 , 276 , 0 , 0 , 0.02 , 0);"
571,15,9,533,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(571 , 15 , 9 , 533 , 0 , 0.02 , 0 , 0);"
11090,5,2,8,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11090 , 5 , 2 , 8 , 0 , 0 , 0.02 , 0);"
11091,23,1,450,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11091 , 23 , 1 , 450 , 0 , 0 , 0.02 , 0);"
11092,4,10,58,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11092 , 4 , 10 , 58 , 0 , 0.02 , 0 , 0);"
9626,1,5,236,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(9626 , 1 , 5 , 236 , 0.02 , 0 , 0 , 0);"
5926,9,9,282,0.02,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(5926 , 9 , 9 , 282 , 0.02 , 0.01 , 0 , 0);"
11094,5,9,307,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11094 , 5 , 9 , 307 , 0 , 0.02 , 0 , 0);"
11095,13,5,465,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11095 , 13 , 5 , 465 , 0.01 , 0.01 , 0 , 0);"
11096,1,7,493,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11096 , 1 , 7 , 493 , 0 , 0.02 , 0 , 0);"
11097,4,8,352,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11097 , 4 , 8 , 352 , 0 , 0 , 0.02 , 0);"
11098,15,10,139,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11098 , 15 , 10 , 139 , 0 , 0.02 , 0 , 0);"
11099,1,11,228,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11099 , 1 , 11 , 228 , 0 , 0 , 0.02 , 0);"
11100,6,4,352,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11100 , 6 , 4 , 352 , 0 , 0 , 0.02 , 0);"
11101,15,6,443,0,0.02,0,0.01,0.02,"INSERT INTO VENTA VALUES(11101 , 15 , 6 , 443 , 0 , 0.02 , 0 , 0.01);"
11102,7,10,269,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11102 , 7 , 10 , 269 , 0 , 0 , 0.02 , 0);"
11103,5,2,109,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11103 , 5 , 2 , 109 , 0 , 0 , 0.02 , 0);"
11104,4,8,440,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11104 , 4 , 8 , 440 , 0 , 0 , 0.02 , 0);"
8895,1,1,352,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(8895 , 1 , 1 , 352 , 0 , 0.02 , 0 , 0);"
11105,17,2,422,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11105 , 17 , 2 , 422 , 0 , 0 , 0.02 , 0);"
1811,15,9,533,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(1811 , 15 , 9 , 533 , 0 , 0.02 , 0 , 0);"
11106,17,2,233,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11106 , 17 , 2 , 233 , 0 , 0 , 0.02 , 0);"
8885,19,12,265,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(8885 , 19 , 12 , 265 , 0.02 , 0 , 0 , 0);"
11107,15,12,185,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11107 , 15 , 12 , 185 , 0 , 0.02 , 0 , 0);"
11108,13,3,282,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11108 , 13 , 3 , 282 , 0.01 , 0.01 , 0 , 0);"
2770,4,11,54,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(2770 , 4 , 11 , 54 , 0.02 , 0 , 0 , 0);"
11109,17,2,426,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11109 , 17 , 2 , 426 , 0 , 0 , 0.02 , 0);"
11110,17,2,233,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11110 , 17 , 2 , 233 , 0 , 0 , 0.02 , 0);"
11111,15,10,163,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11111 , 15 , 10 , 163 , 0 , 0.02 , 0 , 0);"
410,15,1,17,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(410 , 15 , 1 , 17 , 0 , 0.02 , 0 , 0);"
11112,7,2,489,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11112 , 7 , 2 , 489 , 0 , 0 , 0.02 , 0);"
7362,5,11,383,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(7362 , 5 , 11 , 383 , 0 , 0.02 , 0 , 0);"
11113,13,6,17,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11113 , 13 , 6 , 17 , 0.01 , 0.01 , 0 , 0);"
11114,11,8,368,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11114 , 11 , 8 , 368 , 0 , 0 , 0.02 , 0);"
11115,4,11,498,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11115 , 4 , 11 , 498 , 0 , 0 , 0.02 , 0);"
9027,5,2,8,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(9027 , 5 , 2 , 8 , 0 , 0 , 0.02 , 0);"
11116,9,9,556,0.02,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11116 , 9 , 9 , 556 , 0.02 , 0.01 , 0 , 0);"
11117,23,1,507,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11117 , 23 , 1 , 507 , 0 , 0 , 0.02 , 0);"
11118,17,2,111,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11118 , 17 , 2 , 111 , 0 , 0 , 0.02 , 0);"
#N/D,7,2,26,0,0,0.02,0,0.02,#N/D
11120,4,2,129,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11120 , 4 , 2 , 129 , 0.02 , 0 , 0 , 0);"
1971,15,3,82,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(1971 , 15 , 3 , 82 , 0 , 0.02 , 0 , 0);"
11121,7,8,40,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11121 , 7 , 8 , 40 , 0 , 0 , 0.02 , 0);"
11122,15,1,271,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11122 , 15 , 1 , 271 , 0 , 0.02 , 0 , 0);"
11123,17,12,269,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11123 , 17 , 12 , 269 , 0 , 0 , 0.02 , 0);"
7584,14,7,143,0.02,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(7584 , 14 , 7 , 143 , 0.02 , 0.01 , 0 , 0);"
11124,4,1,54,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11124 , 4 , 1 , 54 , 0.01 , 0.01 , 0 , 0);"
11125,17,6,347,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11125 , 17 , 6 , 347 , 0.02 , 0 , 0 , 0);"
11126,4,1,290,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11126 , 4 , 1 , 290 , 0 , 0.02 , 0 , 0);"
10460,18,7,133,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(10460 , 18 , 7 , 133 , 0.02 , 0 , 0 , 0);"
11127,13,4,484,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11127 , 13 , 4 , 484 , 0.01 , 0.01 , 0 , 0);"
11128,4,1,282,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11128 , 4 , 1 , 282 , 0 , 0 , 0.02 , 0);"
10283,5,1,282,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(10283 , 5 , 1 , 282 , 0.02 , 0 , 0 , 0);"
11129,4,5,351,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11129 , 4 , 5 , 351 , 0 , 0.02 , 0 , 0);"
11130,1,9,361,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11130 , 1 , 9 , 361 , 0.02 , 0 , 0 , 0);"
11131,7,2,305,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11131 , 7 , 2 , 305 , 0 , 0 , 0.02 , 0);"
11132,6,2,8,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11132 , 6 , 2 , 8 , 0 , 0 , 0.02 , 0);"
11133,9,8,56,0.02,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11133 , 9 , 8 , 56 , 0.02 , 0.01 , 0 , 0);"
11134,4,12,352,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11134 , 4 , 12 , 352 , 0.02 , 0 , 0 , 0);"
11135,15,7,54,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11135 , 15 , 7 , 54 , 0 , 0.02 , 0 , 0);"
11136,9,5,541,0.02,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11136 , 9 , 5 , 541 , 0.02 , 0.01 , 0 , 0);"
11137,1,2,453,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11137 , 1 , 2 , 453 , 0 , 0 , 0.02 , 0);"
3994,15,7,91,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(3994 , 15 , 7 , 91 , 0 , 0.02 , 0 , 0);"
11138,9,8,56,0.02,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11138 , 9 , 8 , 56 , 0.02 , 0.01 , 0 , 0);"
11139,7,2,317,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11139 , 7 , 2 , 317 , 0 , 0 , 0.02 , 0);"
11140,4,4,111,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11140 , 4 , 4 , 111 , 0 , 0 , 0.02 , 0);"
11141,15,6,416,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11141 , 15 , 6 , 416 , 0.02 , 0 , 0 , 0);"
11142,23,1,507,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11142 , 23 , 1 , 507 , 0 , 0 , 0.02 , 0);"
11143,10,1,59,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11143 , 10 , 1 , 59 , 0 , 0.02 , 0 , 0);"
8538,1,6,383,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(8538 , 1 , 6 , 383 , 0.02 , 0 , 0 , 0);"
11144,15,10,204,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11144 , 15 , 10 , 204 , 0 , 0.02 , 0 , 0);"
11145,13,11,282,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11145 , 13 , 11 , 282 , 0.01 , 0.01 , 0 , 0);"
11146,9,8,278,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11146 , 9 , 8 , 278 , 0 , 0 , 0.02 , 0);"
5414,5,7,333,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(5414 , 5 , 7 , 333 , 0 , 0.02 , 0 , 0);"
8388,1,6,119,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(8388 , 1 , 6 , 119 , 0.02 , 0 , 0 , 0);"
11147,17,2,175,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11147 , 17 , 2 , 175 , 0 , 0 , 0.02 , 0);"
11148,4,6,482,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11148 , 4 , 6 , 482 , 0.02 , 0 , 0 , 0);"
11149,15,9,330,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11149 , 15 , 9 , 330 , 0 , 0.02 , 0 , 0);"
11150,15,4,119,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11150 , 15 , 4 , 119 , 0 , 0.02 , 0 , 0);"
11151,11,1,255,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11151 , 11 , 1 , 255 , 0.01 , 0.01 , 0 , 0);"
11152,1,11,507,0,0.01,0.02,0,0.02,"INSERT INTO VENTA VALUES(11152 , 1 , 11 , 507 , 0 , 0.01 , 0.02 , 0);"
11153,17,1,282,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11153 , 17 , 1 , 282 , 0 , 0 , 0.02 , 0);"
11154,7,3,574,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11154 , 7 , 3 , 574 , 0 , 0 , 0.02 , 0);"
10468,11,1,528,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(10468 , 11 , 1 , 528 , 0 , 0.02 , 0 , 0);"
1837,15,12,533,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(1837 , 15 , 12 , 533 , 0 , 0.02 , 0 , 0);"
11156,13,9,267,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11156 , 13 , 9 , 267 , 0.01 , 0.01 , 0 , 0);"
333,15,9,139,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(333 , 15 , 9 , 139 , 0 , 0.02 , 0 , 0);"
11157,15,6,163,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11157 , 15 , 6 , 163 , 0 , 0.02 , 0 , 0);"
11158,7,8,305,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11158 , 7 , 8 , 305 , 0 , 0 , 0.02 , 0);"
11159,7,2,334,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11159 , 7 , 2 , 334 , 0 , 0 , 0.02 , 0);"
11160,14,11,515,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11160 , 14 , 11 , 515 , 0.02 , 0 , 0 , 0);"
1604,15,7,91,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(1604 , 15 , 7 , 91 , 0 , 0.02 , 0 , 0);"
11161,1,7,323,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11161 , 1 , 7 , 323 , 0.02 , 0 , 0 , 0);"
11162,23,8,98,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11162 , 23 , 8 , 98 , 0 , 0 , 0.02 , 0);"
10286,5,8,533,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(10286 , 5 , 8 , 533 , 0 , 0 , 0.02 , 0);"
11164,14,1,119,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11164 , 14 , 1 , 119 , 0.02 , 0 , 0 , 0);"
11165,17,4,395,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11165 , 17 , 4 , 395 , 0 , 0 , 0.02 , 0);"
11166,17,4,507,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11166 , 17 , 4 , 507 , 0 , 0 , 0.02 , 0);"
10335,1,6,132,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(10335 , 1 , 6 , 132 , 0.01 , 0.01 , 0 , 0);"
11168,17,2,507,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11168 , 17 , 2 , 507 , 0 , 0 , 0.02 , 0);"
11068,6,3,453,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11068 , 6 , 3 , 453 , 0 , 0 , 0.02 , 0);"
11169,1,1,126,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11169 , 1 , 1 , 126 , 0 , 0.02 , 0 , 0);"
2780,15,9,515,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(2780 , 15 , 9 , 515 , 0 , 0.02 , 0 , 0);"
11170,7,2,282,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11170 , 7 , 2 , 282 , 0 , 0 , 0.02 , 0);"
11171,5,7,579,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11171 , 5 , 7 , 579 , 0.02 , 0 , 0 , 0);"
11172,4,2,46,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11172 , 4 , 2 , 46 , 0 , 0 , 0.02 , 0);"
9131,15,2,533,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(9131 , 15 , 2 , 533 , 0 , 0.02 , 0 , 0);"
11173,7,2,248,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11173 , 7 , 2 , 248 , 0 , 0 , 0.02 , 0);"
11174,7,2,507,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11174 , 7 , 2 , 507 , 0 , 0 , 0.02 , 0);"
11175,7,1,102,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11175 , 7 , 1 , 102 , 0.01 , 0.01 , 0 , 0);"
11176,17,4,465,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11176 , 17 , 4 , 465 , 0 , 0 , 0.02 , 0);"
10267,17,2,8,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(10267 , 17 , 2 , 8 , 0 , 0 , 0.02 , 0);"
11178,17,8,159,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11178 , 17 , 8 , 159 , 0 , 0 , 0.02 , 0);"
11179,9,8,62,0.02,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11179 , 9 , 8 , 62 , 0.02 , 0.01 , 0 , 0);"
11180,14,3,236,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11180 , 14 , 3 , 236 , 0.02 , 0 , 0 , 0);"
11181,14,11,56,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11181 , 14 , 11 , 56 , 0.02 , 0 , 0 , 0);"
11182,17,4,576,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11182 , 17 , 4 , 576 , 0 , 0 , 0.02 , 0);"
11183,4,1,182,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11183 , 4 , 1 , 182 , 0.02 , 0 , 0 , 0);"
3014,15,7,54,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(3014 , 15 , 7 , 54 , 0 , 0.02 , 0 , 0);"
3819,15,1,282,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(3819 , 15 , 1 , 282 , 0 , 0.02 , 0 , 0);"
11184,7,2,95,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11184 , 7 , 2 , 95 , 0 , 0 , 0.02 , 0);"
11185,23,1,175,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11185 , 23 , 1 , 175 , 0 , 0 , 0.02 , 0);"
11186,13,8,497,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11186 , 13 , 8 , 497 , 0 , 0 , 0.02 , 0);"
11187,7,11,352,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11187 , 7 , 11 , 352 , 0 , 0 , 0.02 , 0);"
3738,15,1,17,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(3738 , 15 , 1 , 17 , 0.02 , 0 , 0 , 0);"
11188,4,4,521,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11188 , 4 , 4 , 521 , 0.02 , 0 , 0 , 0);"
11189,17,2,233,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11189 , 17 , 2 , 233 , 0 , 0 , 0.02 , 0);"
11190,17,2,46,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11190 , 17 , 2 , 46 , 0 , 0 , 0.02 , 0);"
11094,15,9,123,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11094 , 15 , 9 , 123 , 0 , 0.02 , 0 , 0);"
11192,7,1,7,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11192 , 7 , 1 , 7 , 0.01 , 0.01 , 0 , 0);"
8882,19,11,330,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(8882 , 19 , 11 , 330 , 0.02 , 0 , 0 , 0);"
11193,15,12,556,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11193 , 15 , 12 , 556 , 0 , 0.02 , 0 , 0);"
8104,14,7,330,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(8104 , 14 , 7 , 330 , 0.02 , 0 , 0 , 0);"
10177,7,3,352,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(10177 , 7 , 3 , 352 , 0.01 , 0.01 , 0 , 0);"
8285,7,7,352,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(8285 , 7 , 7 , 352 , 0.01 , 0.01 , 0 , 0);"
1461,15,9,139,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(1461 , 15 , 9 , 139 , 0 , 0.02 , 0 , 0);"
364,15,9,499,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(364 , 15 , 9 , 499 , 0 , 0.02 , 0 , 0);"
11195,23,4,453,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11195 , 23 , 4 , 453 , 0 , 0 , 0.02 , 0);"
11196,6,1,465,0,0.02,0,0.01,0.02,"INSERT INTO VENTA VALUES(11196 , 6 , 1 , 465 , 0 , 0.02 , 0 , 0.01);"
7028,6,2,471,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(7028 , 6 , 2 , 471 , 0 , 0 , 0.02 , 0);"
11197,15,10,533,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11197 , 15 , 10 , 533 , 0 , 0.02 , 0 , 0);"
3623,15,12,91,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(3623 , 15 , 12 , 91 , 0 , 0.02 , 0 , 0);"
7216,15,8,119,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(7216 , 15 , 8 , 119 , 0 , 0.02 , 0 , 0);"
11198,4,6,7,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11198 , 4 , 6 , 7 , 0.02 , 0 , 0 , 0);"
10117,1,12,119,0.02,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(10117 , 1 , 12 , 119 , 0.02 , 0.01 , 0 , 0);"
11199,17,4,111,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11199 , 17 , 4 , 111 , 0 , 0 , 0.02 , 0);"
5257,19,11,330,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(5257 , 19 , 11 , 330 , 0.02 , 0 , 0 , 0);"
5238,15,11,7,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(5238 , 15 , 11 , 7 , 0.01 , 0.01 , 0 , 0);"
11200,1,11,577,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11200 , 1 , 11 , 577 , 0.02 , 0 , 0 , 0);"
11201,15,7,443,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11201 , 15 , 7 , 443 , 0 , 0.02 , 0 , 0);"
8670,18,11,533,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(8670 , 18 , 11 , 533 , 0 , 0.02 , 0 , 0);"
11117,6,1,507,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11117 , 6 , 1 , 507 , 0 , 0 , 0.02 , 0);"
11202,4,9,261,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11202 , 4 , 9 , 261 , 0.02 , 0 , 0 , 0);"
9182,14,9,138,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(9182 , 14 , 9 , 138 , 0.02 , 0 , 0 , 0);"
11203,23,1,541,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11203 , 23 , 1 , 541 , 0 , 0 , 0.02 , 0);"
11204,4,11,440,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11204 , 4 , 11 , 440 , 0.02 , 0 , 0 , 0);"
11205,17,8,321,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11205 , 17 , 8 , 321 , 0 , 0 , 0.02 , 0);"
11206,13,3,553,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11206 , 13 , 3 , 553 , 0.01 , 0.01 , 0 , 0);"
1537,4,6,227,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(1537 , 4 , 6 , 227 , 0 , 0 , 0.02 , 0);"
7145,14,2,499,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(7145 , 14 , 2 , 499 , 0.02 , 0 , 0 , 0);"
11208,15,10,541,0,0.02,0,0,0.02,"INSERT INTO VENTA VALUES(11208 , 15 , 10 , 541 , 0 , 0.02 , 0 , 0);"
11209,7,11,282,0.01,0.01,0,0,0.02,"INSERT INTO VENTA VALUES(11209 , 7 , 11 , 282 , 0.01 , 0.01 , 0 , 0);"
11210,7,4,453,0,0,0.02,0,0.02,"INSERT INTO VENTA VALUES(11210 , 7 , 4 , 453 , 0 , 0 , 0.02 , 0);"
10340,11,1,420,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(10340 , 11 , 1 , 420 , 0.02 , 0 , 0 , 0);"
11211,4,10,353,0.02,0,0,0,0.02,"INSERT INTO VENTA VALUES(11211 , 4 , 10 , 353 , 0.02 , 0 , 0 , 0);"
